,conf,dim,budget,train_r2,test_r2
0,283,5,250,0.8512516449490148,0.5181852128097938
1,283,5,500,0.9824430832274569,0.9140148724926144
2,283,5,1500,0.9355278808226257,0.6609007777640207
3,283,5,2500,0.9517115298064767,0.7559577130644696
4,283,5,5000,0.963648244148124,0.7929305784020123
5,283,5,7500,0.9634052708545614,0.8016976018951987
6,283,30,1500,0.9915004275254334,0.9576574187729744
7,283,30,3000,0.9857506335832044,0.9277529625310079
8,283,30,9000,0.9793643785376703,0.8738324956695334
9,283,30,15000,0.9770429472532394,0.869420245125394
10,283,30,30000,0.9645615623280437,0.7824668615241317
11,283,30,45000,0.9693461090884246,0.8340698750903341
