,conf,dim,budget,train_r2,test_r2
0,101,5,250,0.9610839554467312,0.8241608525425065
1,101,5,500,0.9459078162554633,0.7015065371498416
2,101,5,1500,0.9271870488895972,0.5379991101009269
3,101,5,2500,0.9404129344725682,0.6851154535303839
4,101,5,5000,0.9593028559593337,0.7311565368496293
5,101,5,7500,0.9463479690894872,0.7210166392079486
6,101,30,1500,0.9895826763056801,0.9311446259150593
7,101,30,3000,0.9789941475674111,0.8888119164697063
8,101,30,9000,0.9469005809632375,0.6443913452432115
9,101,30,15000,0.9611629941463382,0.7431048698259906
10,101,30,30000,0.96427283198389,0.7997873019628573
11,101,30,45000,0.9571769416002708,0.8067751176965162
