,conf,dim,budget,train_r2,test_r2
0,195,5,250,0.9050084100648459,0.469297881638607
1,195,5,500,0.9330766511679911,0.6753952304007937
2,195,5,1500,0.9313361243918947,0.6658072230257456
3,195,5,2500,0.9426030899958624,0.7141891248662569
4,195,5,5000,0.9403674524463597,0.6348277898415593
5,195,5,7500,0.9441382168260697,0.6826295571953707
6,195,30,1500,0.9920388337632259,0.9597612993754592
7,195,30,3000,0.985938812615643,0.9315710343072018
8,195,30,9000,0.9842170320244602,0.8959404612651826
9,195,30,15000,0.9514059607889772,0.8124633871404597
10,195,30,30000,0.9497556154549358,0.6746228850012279
11,195,30,45000,0.9623212899902551,0.8144806178450464
