,conf,dim,budget,train_r2,test_r2
0,81,5,250,0.9843519113617907,0.9220056757140412
1,81,5,500,0.9614869618220213,0.784928813584104
2,81,5,1500,0.922399352866379,0.6367981558150821
3,81,5,2500,0.9440854317135404,0.7480705867695157
4,81,5,5000,0.9569675336755703,0.7503610016372457
5,81,5,7500,0.9653057154352158,0.78897240523607
6,81,30,1500,0.9908428017931312,0.9501044904611697
7,81,30,3000,0.9860993081519641,0.9256377349069126
8,81,30,9000,0.9875487882893829,0.9281458950675068
9,81,30,15000,0.9793976877712298,0.8954807169854909
10,81,30,30000,0.970579203230512,0.8626541414051557
11,81,30,45000,0.977923932914328,0.8909367343592572
