,conf,dim,budget,train_r2,test_r2
0,254,5,250,0.8379979898486148,0.49457094008809876
1,254,5,500,0.9238218318246432,0.5419501751433392
2,254,5,1500,0.9316442629215116,0.581277042644415
3,254,5,2500,0.942633878675107,0.6522823970211405
4,254,5,5000,0.9404150317575253,0.6498618029830919
5,254,5,7500,0.9422042134185571,0.6766175971269959
6,254,30,1500,0.9876817448045003,0.9435632252522593
7,254,30,3000,0.9837812822438954,0.9207648593819453
8,254,30,9000,0.986773310436137,0.9294141230414967
9,254,30,15000,0.9871055353453763,0.9180687617859455
10,254,30,30000,0.9623607341995344,0.8068148579694687
11,254,30,45000,0.9382723002124189,0.8001196553388858
