,conf,dim,budget,train_r2,test_r2
0,117,5,250,0.9869548851306863,0.9451622952218044
1,117,5,500,0.9816383765542206,0.8926436300665648
2,117,5,1500,0.9506465945758199,0.7403835833498684
3,117,5,2500,0.9601096312050101,0.790942849064011
4,117,5,5000,0.9668151829184957,0.8147973912896986
5,117,5,7500,0.9704281379374603,0.8200706786254284
6,117,30,1500,0.9909861897268879,0.9500953887685405
7,117,30,3000,0.9855984770400626,0.92452510254961
8,117,30,9000,0.9869663062584554,0.9317857972788595
9,117,30,15000,0.9811563319843846,0.9099198732075466
10,117,30,30000,0.9705966909891359,0.8749258748472102
11,117,30,45000,0.9792339595968717,0.9075332905455022
