,conf,dim,budget,train_r2,test_r2
0,227,5,250,0.9749387463234942,0.8470758352552525
1,227,5,500,0.9636250703886848,0.7957240096532727
2,227,5,1500,0.9633260730961096,0.794414123576859
3,227,5,2500,0.9205791089637476,0.601077783341983
4,227,5,5000,0.9069775435327321,0.5293393749908639
5,227,5,7500,0.9378312990670168,0.6555608070576083
6,227,30,1500,0.9905386082246135,0.9457536799459177
7,227,30,3000,0.9856841929065533,0.9291263480926336
8,227,30,9000,0.9874908500380961,0.9158171358727387
9,227,30,15000,0.9818657098393571,0.9046116911675022
10,227,30,30000,0.9661866074414187,0.8164593450849708
11,227,30,45000,0.9637569036430531,0.8113211632732398
