,conf,dim,budget,train_r2,test_r2
0,89,5,250,0.9827795932978132,0.9155363220792487
1,89,5,500,0.9705496507879685,0.8280093446305553
2,89,5,1500,0.9280511384198803,0.5732178811405833
3,89,5,2500,0.9507910712707943,0.7175779437656166
4,89,5,5000,0.9623299252359512,0.7693972165178538
5,89,5,7500,0.9547127375884683,0.7611695062067403
6,89,30,1500,0.9911042527451496,0.9404500160959091
7,89,30,3000,0.9853475711363029,0.9291512855162584
8,89,30,9000,0.9551087161971281,0.6938457343936687
9,89,30,15000,0.979534933835143,0.8885547450125528
10,89,30,30000,0.9728649793786758,0.856866547002492
11,89,30,45000,0.9701450887980212,0.8449194270360559
