,conf,dim,budget,train_r2,test_r2
0,178,5,250,0.846951558969829,0.5881031607313447
1,178,5,500,0.9829241420790826,0.9149031822908367
2,178,5,1500,0.9536746398316025,0.7341593266421939
3,178,5,2500,0.9584277766792075,0.7683055802538872
4,178,5,5000,0.948033059246723,0.7072861119468197
5,178,5,7500,0.9420132352880632,0.6899729382325797
6,178,30,1500,0.9895656630397651,0.9421532630508687
7,178,30,3000,0.9869231675470024,0.9252607675212191
8,178,30,9000,0.9819895772992908,0.8899710213274272
9,178,30,15000,0.9522895194598746,0.716158280529171
10,178,30,30000,0.9234497627468083,0.6674536134200084
11,178,30,45000,0.9662538312388509,0.7980910278434566
