,conf,dim,budget,train_r2,test_r2
0,154,5,250,0.9608128275025211,0.8086515984827806
1,154,5,500,0.93422413986903,0.6712133980853376
2,154,5,1500,0.9275814345074291,0.5674955897149718
3,154,5,2500,0.9513657827215797,0.6775325143116404
4,154,5,5000,0.9516616750017187,0.7026274004653403
5,154,5,7500,0.9509708831372518,0.7155065070338995
6,154,30,1500,0.989567042932879,0.9434973949803309
7,154,30,3000,0.9829518559256117,0.9058355228618942
8,154,30,9000,0.97915506849867,0.8965647147274837
9,154,30,15000,0.9521808598117326,0.7178043495332451
10,154,30,30000,0.9622306709905091,0.6972865585836028
11,154,30,45000,0.9590512191907845,0.8328923390279973
