,conf,dim,budget,train_r2,test_r2
0,63,5,250,0.9858413338497446,0.9358546493354755
1,63,5,500,0.9742643867334404,0.8727797374865791
2,63,5,1500,0.9283340335892711,0.6560211602649868
3,63,5,2500,0.9590865772636029,0.7341416547428521
4,63,5,5000,0.9603466382953316,0.783001273260625
5,63,5,7500,0.9596723135812212,0.769542585655925
6,63,30,1500,0.9906777154307281,0.953393397101873
7,63,30,3000,0.9850584318487154,0.9215323731661952
8,63,30,9000,0.9875828086170225,0.9259539519548383
9,63,30,15000,0.9807634013909192,0.9113861460773357
10,63,30,30000,0.9730472236848484,0.8848834456474204
11,63,30,45000,0.9790151171815642,0.8907694564944469
