,conf,dim,budget,train_r2,test_r2
0,177,5,250,0.8773518577106694,0.5003077511617153
1,177,5,500,0.9814545718170361,0.9099390975531119
2,177,5,1500,0.9461737542226574,0.731382040350434
3,177,5,2500,0.9406271010111915,0.6841843971046446
4,177,5,5000,0.9290509826455973,0.6853105233105731
5,177,5,7500,0.955264392557939,0.7565580150751667
6,177,30,1500,0.9907293888424841,0.9524362597253868
7,177,30,3000,0.984900597059258,0.9175646800702587
8,177,30,9000,0.9835317109036505,0.9086031708377492
9,177,30,15000,0.958744776038143,0.7754564255239016
10,177,30,30000,0.9501402661000053,0.7747906792221734
11,177,30,45000,0.9464543092821186,0.7220706027634682
