,conf,dim,budget,train_r2,test_r2
0,31,5,250,0.9859247843246518,0.936468392818106
1,31,5,500,0.9807152460427171,0.9141525348759133
2,31,5,1500,0.9432795930362283,0.6978712709889645
3,31,5,2500,0.9567778268344774,0.7525206167473194
4,31,5,5000,0.9613088405332617,0.8011515266928753
5,31,5,7500,0.9632527985421436,0.7911995067572177
6,31,30,1500,0.9907180434935536,0.9447264166300007
7,31,30,3000,0.9846036743583015,0.9211547035671362
8,31,30,9000,0.9551678677946074,0.6634396216285839
9,31,30,15000,0.9650768543117719,0.7661894518563017
10,31,30,30000,0.9680588418876723,0.8289601857022181
11,31,30,45000,0.9687908902103853,0.8368486522223373
