,conf,dim,budget,train_r2,test_r2
0,29,5,250,0.985963232504268,0.9322777289145863
1,29,5,500,0.9743456606734803,0.8819687598782014
2,29,5,1500,0.946080714098839,0.6926769913593436
3,29,5,2500,0.9500474049869423,0.7248603510325733
4,29,5,5000,0.9574311913700543,0.741982988591652
5,29,5,7500,0.9557708438499777,0.7480688481262724
6,29,30,1500,0.9881378146480884,0.9314928936979555
7,29,30,3000,0.965349882019671,0.8437436452491245
8,29,30,9000,0.96979235352078,0.8576189496284595
9,29,30,15000,0.9675143240292374,0.822370249024196
10,29,30,30000,0.959995831971461,0.7879385239738287
11,29,30,45000,0.9670772112481087,0.8492627484066635
