,conf,dim,budget,train_r2,test_r2
0,99,5,250,0.9610839554467312,0.8241608525425065
1,99,5,500,0.9464877199867818,0.7034204131064452
2,99,5,1500,0.9327365753934215,0.5487611474473622
3,99,5,2500,0.9512140698056528,0.7150517395387876
4,99,5,5000,0.9515931484690743,0.6874335232721152
5,99,5,7500,0.95223834321214,0.6986018152175458
6,99,30,1500,0.9895826763056801,0.9311446259150593
7,99,30,3000,0.9790161109803789,0.8890480023258558
8,99,30,9000,0.943264525613109,0.6661589052672673
9,99,30,15000,0.9612155681357868,0.7391752982357849
10,99,30,30000,0.9627531469883188,0.80208421875098
11,99,30,45000,0.958462435940266,0.796513292003004
