,conf,dim,budget,train_r2,test_r2
0,57,5,250,0.9877834431976172,0.9404772233309183
1,57,5,500,0.9794442986347253,0.8980246647354171
2,57,5,1500,0.9431257150037089,0.699683155175466
3,57,5,2500,0.96918321458994,0.8464142692898108
4,57,5,5000,0.971567689204466,0.8526258682999013
5,57,5,7500,0.955164234940835,0.7928562642921624
6,57,30,1500,0.9911257393430841,0.9415246622017046
7,57,30,3000,0.9845514836938166,0.9225650887947779
8,57,30,9000,0.9872165300258124,0.9128274484311764
9,57,30,15000,0.9760768834309058,0.8710585334610388
10,57,30,30000,0.9720290118989192,0.8623415824209582
11,57,30,45000,0.9654689177879201,0.85028901636054
