,module,dim,budget,acc,f1
0,mutation_base,5,250,0.801935874168179,0.8022230730780346
1,mutation_base,5,500,0.8367211131276466,0.8337956874287196
2,mutation_base,5,1500,0.8505444646098003,0.8492801431495176
3,mutation_base,5,2500,0.8662734422262552,0.8652761503214845
4,mutation_base,5,5000,0.8540229885057471,0.851566377515533
5,mutation_base,5,7500,0.8784029038112523,0.8764546261936411
6,mutation_base,30,1500,0.8699032062915911,0.8677576424064961
7,mutation_base,30,3000,0.8750453720508167,0.8738769118073355
8,mutation_base,30,9000,0.8801875378100423,0.8774051467531006
9,mutation_base,30,15000,0.8663339382940111,0.8632298893690411
10,mutation_base,30,30000,0.8610707803992741,0.8569553120196456
11,mutation_base,30,45000,0.8696914700544465,0.8674525442194317
12,mutation_reference,5,250,0.43756805807622506,0.43585573383639353
13,mutation_reference,5,500,0.4495765275257108,0.4450798686194366
14,mutation_reference,5,1500,0.39080459770114945,0.38584245928515093
15,mutation_reference,5,2500,0.41866303690260126,0.41918769815466056
16,mutation_reference,5,5000,0.3941318814277072,0.38714854583827035
17,mutation_reference,5,7500,0.4044767090139141,0.40640170784354196
18,mutation_reference,30,1500,0.4045977011494252,0.40495562383176403
19,mutation_reference,30,3000,0.42202056866303694,0.42875874581367385
20,mutation_reference,30,9000,0.3819419237749546,0.39020784382178625
21,mutation_reference,30,15000,0.3800362976406534,0.3856293155105693
22,mutation_reference,30,30000,0.3662734422262553,0.3708381862930962
23,mutation_reference,30,45000,0.36445856019358736,0.37026845929887503
24,mutation_n_comps,5,250,0.7656382335148215,0.7628299043728097
25,mutation_n_comps,5,500,0.7986388384754991,0.7968455712803262
26,mutation_n_comps,5,1500,0.8004234724742891,0.7990472239776932
27,mutation_n_comps,5,2500,0.8124016938898972,0.8112576949059467
28,mutation_n_comps,5,5000,0.8211433756805807,0.8201233684304681
29,mutation_n_comps,5,7500,0.8350574712643679,0.8341403225299769
30,mutation_n_comps,30,1500,0.8126436781609195,0.8115021598575289
31,mutation_n_comps,30,3000,0.8212643678160919,0.8199984706980018
32,mutation_n_comps,30,9000,0.7916817906836056,0.7896010435828653
33,mutation_n_comps,30,15000,0.7862068965517242,0.7848238873490999
34,mutation_n_comps,30,30000,0.762129461584997,0.761161774742934
35,mutation_n_comps,30,45000,0.7604053236539624,0.7588048611325925
36,use_archive,5,250,0.7310949788263763,0.7262943401094251
37,use_archive,5,500,0.7413188142770719,0.7358758511357685
38,use_archive,5,1500,0.8086509376890503,0.8038352816390931
39,use_archive,5,2500,0.8333938294010889,0.8292671547900046
40,use_archive,5,5000,0.8611010284331518,0.8574696341158065
41,use_archive,5,7500,0.8837265577737448,0.8814241909842814
42,use_archive,30,1500,0.7361161524500908,0.7309598182854381
43,use_archive,30,3000,0.7273442226255293,0.7214250673369523
44,use_archive,30,9000,0.6930429522081065,0.6863093228421546
45,use_archive,30,15000,0.7136418632788869,0.70960617793582
46,use_archive,30,30000,0.6893829401088929,0.6859290778295547
47,use_archive,30,45000,0.704779189352692,0.6998904366720327
48,crossover,5,250,0.7586206896551724,0.7536504942952752
49,crossover,5,500,0.8210828796128251,0.8157052290010492
50,crossover,5,1500,0.8300362976406535,0.8249089192911297
51,crossover,5,2500,0.8491228070175438,0.8452254429078456
52,crossover,5,5000,0.8647610405323654,0.8612594248839158
53,crossover,5,7500,0.8768602540834844,0.8734980898492688
54,crossover,30,1500,0.9878402903811253,0.9876118530027336
55,crossover,30,3000,0.994767090139141,0.9946768645419404
56,crossover,30,9000,0.9912885662431943,0.99117212961993
57,crossover,30,15000,0.9860859044162129,0.9858269798189875
58,crossover,30,30000,0.9860556563823352,0.9857170955618741
59,crossover,30,45000,0.9860556563823352,0.985732131861672
60,adaptation_method,5,250,0.30883242589231696,0.3028743972541644
61,adaptation_method,5,500,0.35943738656987295,0.3516068276336606
62,adaptation_method,5,1500,0.5069570477918935,0.500805802330421
63,adaptation_method,5,2500,0.5418027828191168,0.5353868486544607
64,adaptation_method,5,5000,0.6111917725347852,0.6056440634714948
65,adaptation_method,5,7500,0.6423472474289171,0.6370036701550721
66,adaptation_method,30,1500,0.47401693889897156,0.46780857036581247
67,adaptation_method,30,3000,0.5954627949183303,0.5890710437531308
68,adaptation_method,30,9000,0.725589836660617,0.7215293921737961
69,adaptation_method,30,15000,0.7811554748941318,0.7777309684147687
70,adaptation_method,30,30000,0.8732607380520265,0.8723723314615525
71,adaptation_method,30,45000,0.8975196612220205,0.8956386619591123
72,lpsr,5,250,0.994767090139141,0.9946973430311349
73,lpsr,5,500,0.994767090139141,0.9947329227514317
74,lpsr,5,1500,0.9964912280701753,0.9964803831062279
75,lpsr,5,2500,0.9930127041742287,0.9929983163854501
76,lpsr,5,5000,0.9895644283121596,0.9894931118482064
77,lpsr,5,7500,0.9861161524500908,0.9859822491874184
78,lpsr,30,1500,0.9913188142770719,0.9912478962259417
79,lpsr,30,3000,0.9757713248638838,0.9754757600909167
80,lpsr,30,9000,0.9687537810042347,0.9685096773247865
81,lpsr,30,15000,0.9582577132486387,0.958027985933587
82,lpsr,30,30000,0.9687840290381124,0.9686323437022756
83,lpsr,30,45000,0.9496067755595888,0.9493505203605592
