,module,dim,budget,acc,f1,acc_d,f1_d
0,mutation_base,5,250,0.5969147005444645,0.5909252180951059,0.28466424682395647,0.14757509100407443
1,mutation_base,5,500,0.6284029038112522,0.6223065351153989,0.28466424682395647,0.14757509100407443
2,mutation_base,5,1500,0.6250453720508168,0.6235709906908691,0.28466424682395647,0.14757509100407443
3,mutation_base,5,2500,0.6178463399879008,0.6161504987810491,0.28466424682395647,0.14757509100407443
4,mutation_base,5,5000,0.6180278281911675,0.6131447251611908,0.28466424682395647,0.14757509100407443
5,mutation_base,5,7500,0.6232909860859044,0.6167199912354678,0.28466424682395647,0.14757509100407443
6,mutation_base,30,1500,0.5798850574712644,0.5735431017044161,0.28466424682395647,0.14757509100407443
7,mutation_base,30,3000,0.6340290381125226,0.6306223088561334,0.28466424682395647,0.14757509100407443
8,mutation_base,30,9000,0.7342710223835451,0.730327087309609,0.28466424682395647,0.14757509100407443
9,mutation_base,30,15000,0.6614035087719299,0.6564078805666307,0.28466424682395647,0.14757509100407443
10,mutation_base,30,30000,0.6665456745311554,0.6604920928877697,0.28466424682395647,0.14757509100407443
11,mutation_base,30,45000,0.6510889292196008,0.6472079488627573,0.28466424682395647,0.14757509100407443
12,mutation_reference,5,250,0.27767695099818507,0.26433861934563735,0.1927707199032063,0.0806344255811107
13,mutation_reference,5,500,0.3128251663641863,0.29200740960494553,0.1927707199032063,0.0806344255811107
14,mutation_reference,5,1500,0.276194797338173,0.25730323454258963,0.1927707199032063,0.0806344255811107
15,mutation_reference,5,2500,0.26400483968542043,0.2432817776133301,0.1927707199032063,0.0806344255811107
16,mutation_reference,5,5000,0.32156684815486997,0.31226697286712923,0.1927707199032063,0.0806344255811107
17,mutation_reference,5,7500,0.2921052631578947,0.2755877681118242,0.1927707199032063,0.0806344255811107
18,mutation_reference,30,1500,0.2674228675136116,0.22980501106750068,0.1927707199032063,0.0806344255811107
19,mutation_reference,30,3000,0.2502117362371446,0.205963169406999,0.1927707199032063,0.0806344255811107
20,mutation_reference,30,9000,0.2501814882032668,0.2142100036215986,0.1927707199032063,0.0806344255811107
