"","DIM","funcId","ID","runtime","run","f(x)","instance","dim"
"1",5,1,"conf_258",250,1,4.0351173089,5,5
"2",5,1,"conf_258",500,1,1.4113844541,5,5
"3",5,1,"conf_258",1500,1,0.184509472,5,5
"4",5,1,"conf_258",2500,1,0.0237967103,5,5
"5",5,1,"conf_258",5000,1,1.50207e-05,5,5
"6",5,1,"conf_258",7500,1,4.62e-08,5,5
"7",5,1,"conf_258",250,2,2.1115222589,5,5
"8",5,1,"conf_258",500,2,2.1115222589,5,5
"9",5,1,"conf_258",1500,2,0.1540971013,5,5
"10",5,1,"conf_258",2500,2,0.0158449453,5,5
"11",5,1,"conf_258",5000,2,4.8736e-06,5,5
"12",5,1,"conf_258",7500,2,1.72e-08,5,5
"13",5,1,"conf_258",250,3,4.5837986773,5,5
"14",5,1,"conf_258",500,3,1.2592883906,5,5
"15",5,1,"conf_258",1500,3,0.2045126609,5,5
"16",5,1,"conf_258",2500,3,0.0172090805,5,5
"17",5,1,"conf_258",5000,3,3.80252e-05,5,5
"18",5,1,"conf_258",7500,3,4.7e-08,5,5
"19",5,1,"conf_258",250,4,8.3817039041,5,5
"20",5,1,"conf_258",500,4,4.1119793621,5,5
"21",5,1,"conf_258",1500,4,0.2768188873,5,5
"22",5,1,"conf_258",2500,4,0.0071960321,5,5
"23",5,1,"conf_258",5000,4,7.10569e-05,5,5
"24",5,1,"conf_258",7500,4,7.13e-08,5,5
"25",5,1,"conf_258",250,5,2.1395165045,5,5
"26",5,1,"conf_258",500,5,0.7897325741,5,5
"27",5,1,"conf_258",1500,5,0.138038805,5,5
"28",5,1,"conf_258",2500,5,0.0185621907,5,5
"29",5,1,"conf_258",5000,5,1.9846e-05,5,5
"30",5,1,"conf_258",7500,5,4.53e-08,5,5
"31",5,1,"conf_258",250,6,3.063626991,5,5
"32",5,1,"conf_258",500,6,3.063626991,5,5
"33",5,1,"conf_258",1500,6,0.1586876146,5,5
"34",5,1,"conf_258",2500,6,0.0093290905,5,5
"35",5,1,"conf_258",5000,6,7.70628e-05,5,5
"36",5,1,"conf_258",7500,6,6.94e-08,5,5
"37",5,1,"conf_258",250,7,3.2057412886,5,5
"38",5,1,"conf_258",500,7,2.3443746806,5,5
"39",5,1,"conf_258",1500,7,0.1890587434,5,5
"40",5,1,"conf_258",2500,7,0.0077091642,5,5
"41",5,1,"conf_258",5000,7,5.72215e-05,5,5
"42",5,1,"conf_258",7500,7,4e-08,5,5
"43",5,1,"conf_258",250,8,6.5218709585,5,5
"44",5,1,"conf_258",500,8,2.9291684065,5,5
"45",5,1,"conf_258",1500,8,0.1117346564,5,5
"46",5,1,"conf_258",2500,8,0.0034384388,5,5
"47",5,1,"conf_258",5000,8,5.99789e-05,5,5
"48",5,1,"conf_258",7500,8,3.87e-08,5,5
"49",5,1,"conf_258",250,9,3.322276813,5,5
"50",5,1,"conf_258",500,9,1.7993519188,5,5
"51",5,1,"conf_258",1500,9,0.3364942583,5,5
"52",5,1,"conf_258",2500,9,0.0171187727,5,5
"53",5,1,"conf_258",5000,9,2.23027e-05,5,5
"54",5,1,"conf_258",7500,9,3.17e-08,5,5
"55",5,1,"conf_258",250,10,5.8234984678,5,5
"56",5,1,"conf_258",500,10,4.2149793873,5,5
"57",5,1,"conf_258",1500,10,0.0870104741,5,5
"58",5,1,"conf_258",2500,10,0.009436782,5,5
"59",5,1,"conf_258",5000,10,1.51859e-05,5,5
"60",5,1,"conf_258",7500,10,6.4e-09,5,5
"61",5,10,"conf_258",250,1,8203.4257840974,5,5
"62",5,10,"conf_258",500,1,8203.4257840974,5,5
"63",5,10,"conf_258",1500,1,2832.7459190705,5,5
"64",5,10,"conf_258",2500,1,2832.7459190705,5,5
"65",5,10,"conf_258",5000,1,1741.0475679832,5,5
"66",5,10,"conf_258",7500,1,192.3065546055,5,5
"67",5,10,"conf_258",250,2,19878.4162136216,5,5
"68",5,10,"conf_258",500,2,19878.4162136216,5,5
"69",5,10,"conf_258",1500,2,1902.6654877513,5,5
"70",5,10,"conf_258",2500,2,1411.315043003,5,5
"71",5,10,"conf_258",5000,2,757.9089841709,5,5
"72",5,10,"conf_258",7500,2,451.868242745,5,5
"73",5,10,"conf_258",250,3,19046.9813189841,5,5
"74",5,10,"conf_258",500,3,2270.686954938,5,5
