"","DIM","funcId","ID","runtime","run","f(x)","instance","dim"
"1",30,1,"conf_554",1500,1,89.5832263319,1,30
"2",30,1,"conf_554",3000,1,49.7102283604,1,30
"3",30,1,"conf_554",9000,1,3.8736408101,1,30
"4",30,1,"conf_554",15000,1,0.1031210664,1,30
"5",30,1,"conf_554",30000,1,5.066e-06,1,30
"6",30,1,"conf_554",45000,1,0,1,30
"7",30,1,"conf_554",1500,2,94.5801227321,1,30
"8",30,1,"conf_554",3000,2,51.0272006708,1,30
"9",30,1,"conf_554",9000,2,3.4080741393,1,30
"10",30,1,"conf_554",15000,2,0.1090998096,1,30
"11",30,1,"conf_554",30000,2,2.6109e-06,1,30
"12",30,1,"conf_554",45000,2,0,1,30
"13",30,1,"conf_554",1500,3,80.4200836975,1,30
"14",30,1,"conf_554",3000,3,50.9478493669,1,30
"15",30,1,"conf_554",9000,3,2.0621091033,1,30
"16",30,1,"conf_554",15000,3,0.1177883371,1,30
"17",30,1,"conf_554",30000,3,2.9858e-06,1,30
"18",30,1,"conf_554",45000,3,0,1,30
"19",30,1,"conf_554",1500,4,89.5747177244,1,30
"20",30,1,"conf_554",3000,4,53.6321882528,1,30
"21",30,1,"conf_554",9000,4,3.3847714329,1,30
"22",30,1,"conf_554",15000,4,0.12435676,1,30
"23",30,1,"conf_554",30000,4,3.7543e-06,1,30
"24",30,1,"conf_554",45000,4,0,1,30
"25",30,1,"conf_554",1500,5,96.6600896632,1,30
"26",30,1,"conf_554",3000,5,62.1017151544,1,30
"27",30,1,"conf_554",9000,5,4.3185496593,1,30
"28",30,1,"conf_554",15000,5,0.1358528852,1,30
"29",30,1,"conf_554",30000,5,3.7194e-06,1,30
"30",30,1,"conf_554",45000,5,0,1,30
"31",30,1,"conf_554",1500,6,82.3014032448,1,30
"32",30,1,"conf_554",3000,6,33.1606546723,1,30
"33",30,1,"conf_554",9000,6,2.900006452,1,30
"34",30,1,"conf_554",15000,6,0.0757029693,1,30
"35",30,1,"conf_554",30000,6,4.0367e-06,1,30
"36",30,1,"conf_554",45000,6,0,1,30
"37",30,1,"conf_554",1500,7,81.2402576825,1,30
"38",30,1,"conf_554",3000,7,40.5370707469,1,30
"39",30,1,"conf_554",9000,7,3.0938942528,1,30
"40",30,1,"conf_554",15000,7,0.1078237777,1,30
"41",30,1,"conf_554",30000,7,3.3084e-06,1,30
"42",30,1,"conf_554",45000,7,0,1,30
"43",30,1,"conf_554",1500,8,72.5496848522,1,30
"44",30,1,"conf_554",3000,8,35.9684384674,1,30
"45",30,1,"conf_554",9000,8,2.1015478824,1,30
"46",30,1,"conf_554",15000,8,0.075470987,1,30
"47",30,1,"conf_554",30000,8,1.6475e-06,1,30
"48",30,1,"conf_554",45000,8,0,1,30
"49",30,1,"conf_554",1500,9,92.5897706723,1,30
"50",30,1,"conf_554",3000,9,51.3929325693,1,30
"51",30,1,"conf_554",9000,9,5.1138842006,1,30
"52",30,1,"conf_554",15000,9,0.1741742518,1,30
"53",30,1,"conf_554",30000,9,3.251e-06,1,30
"54",30,1,"conf_554",45000,9,0,1,30
"55",30,1,"conf_554",1500,10,105.297829202,1,30
"56",30,1,"conf_554",3000,10,38.7937978081,1,30
"57",30,1,"conf_554",9000,10,3.1102187262,1,30
"58",30,1,"conf_554",15000,10,0.1104248297,1,30
"59",30,1,"conf_554",30000,10,2.1354e-06,1,30
"60",30,1,"conf_554",45000,10,0,1,30
"61",30,1,"conf_554",1500,11,91.7291135861,1,30
"62",30,1,"conf_554",3000,11,50.3275151897,1,30
"63",30,1,"conf_554",9000,11,2.3802017903,1,30
"64",30,1,"conf_554",15000,11,0.152669505,1,30
"65",30,1,"conf_554",30000,11,4.8136e-06,1,30
"66",30,1,"conf_554",45000,11,0,1,30
"67",30,1,"conf_554",1500,12,95.7696173109,1,30
"68",30,1,"conf_554",3000,12,44.3294448304,1,30
"69",30,1,"conf_554",9000,12,4.416965559,1,30
"70",30,1,"conf_554",15000,12,0.131429947,1,30
"71",30,1,"conf_554",30000,12,3.0993e-06,1,30
"72",30,1,"conf_554",45000,12,0,1,30
"73",30,1,"conf_554",1500,13,95.2354979663,1,30
"74",30,1,"conf_554",3000,13,39.1322259944,1,30
"75",30,1,"conf_554",9000,13,3.0749847441,1,30
"76",30,1,"conf_554",15000,13,0.1390968936,1,30
"77",30,1,"conf_554",30000,13,3.6935e-06,1,30
"78",30,1,"conf_554",45000,13,0,1,30
"79",30,1,"conf_554",1500,14,84.1592853808,1,30
"80",30,1,"conf_554",3000,14,35.3206548332,1,30
"81",30,1,"conf_554",9000,14,3.3992559731,1,30
"82",30,1,"conf_554",15000,14,0.1395331294,1,30
"83",30,1,"conf_554",30000,14,3.7234e-06,1,30
"84",30,1,"conf_554",45000,14,0,1,30
"85",30,1,"conf_554",1500,15,96.2310273136,1,30
"86",30,1,"conf_554",3000,15,45.1709780593,1,30
"87",30,1,"conf_554",9000,15,3.9081953801,1,30
"88",30,1,"conf_554",15000,15,0.1134478881,1,30
"89",30,1,"conf_554",30000,15,4.0168e-06,1,30
"90",30,1,"conf_554",45000,15,0,1,30
"91",30,1,"conf_554",1500,16,88.0349758409,1,30
"92",30,1,"conf_554",3000,16,38.1072313787,1,30
"93",30,1,"conf_554",9000,16,2.9127572979,1,30
"94",30,1,"conf_554",15000,16,0.0662545627,1,30
"95",30,1,"conf_554",30000,16,2.9485e-06,1,30
"96",30,1,"conf_554",45000,16,0,1,30
"97",30,1,"conf_554",1500,17,97.6104540267,1,30
"98",30,1,"conf_554",3000,17,31.7223047177,1,30
"99",30,1,"conf_554",9000,17,3.6322407556,1,30
"100",30,1,"conf_554",15000,17,0.136841246,1,30
"101",30,1,"conf_554",30000,17,4.2652e-06,1,30
"102",30,1,"conf_554",45000,17,0,1,30
"103",30,1,"conf_554",1500,18,101.3068778193,1,30
"104",30,1,"conf_554",3000,18,33.0694590448,1,30
"105",30,1,"conf_554",9000,18,2.628146917,1,30
"106",30,1,"conf_554",15000,18,0.1001915243,1,30
"107",30,1,"conf_554",30000,18,4.9056e-06,1,30
"108",30,1,"conf_554",45000,18,0,1,30
"109",30,1,"conf_554",1500,19,109.54745451,1,30
"110",30,1,"conf_554",3000,19,40.55104978,1,30
"111",30,1,"conf_554",9000,19,2.8238860358,1,30
"112",30,1,"conf_554",15000,19,0.1026867036,1,30
"113",30,1,"conf_554",30000,19,2.4382e-06,1,30
"114",30,1,"conf_554",45000,19,0,1,30
"115",30,1,"conf_554",1500,20,87.1559656144,1,30
"116",30,1,"conf_554",3000,20,36.2793242218,1,30
"117",30,1,"conf_554",9000,20,3.0912323312,1,30
"118",30,1,"conf_554",15000,20,0.1367066836,1,30
"119",30,1,"conf_554",30000,20,4.0592e-06,1,30
"120",30,1,"conf_554",45000,20,0,1,30
"121",30,1,"conf_554",1500,21,92.8786366041,1,30
"122",30,1,"conf_554",3000,21,56.5893641333,1,30
"123",30,1,"conf_554",9000,21,3.7003461879,1,30
"124",30,1,"conf_554",15000,21,0.1183214725,1,30
"125",30,1,"conf_554",30000,21,2.3318e-06,1,30
"126",30,1,"conf_554",45000,21,0,1,30
"127",30,1,"conf_554",1500,22,91.7284231644,1,30
"128",30,1,"conf_554",3000,22,46.8983892894,1,30
"129",30,1,"conf_554",9000,22,3.6518576007,1,30
"130",30,1,"conf_554",15000,22,0.1316161941,1,30
"131",30,1,"conf_554",30000,22,4.0947e-06,1,30
"132",30,1,"conf_554",45000,22,0,1,30
"133",30,1,"conf_554",1500,23,104.7383399557,1,30
"134",30,1,"conf_554",3000,23,38.3681535601,1,30
"135",30,1,"conf_554",9000,23,3.5200805281,1,30
"136",30,1,"conf_554",15000,23,0.1222109707,1,30
"137",30,1,"conf_554",30000,23,2.9082e-06,1,30
"138",30,1,"conf_554",45000,23,0,1,30
"139",30,1,"conf_554",1500,24,95.7545352647,1,30
"140",30,1,"conf_554",3000,24,49.8797113451,1,30
"141",30,1,"conf_554",9000,24,3.8700982811,1,30
"142",30,1,"conf_554",15000,24,0.0970672506,1,30
"143",30,1,"conf_554",30000,24,2.1419e-06,1,30
"144",30,1,"conf_554",45000,24,0,1,30
"145",30,1,"conf_554",1500,25,105.0677253013,1,30
"146",30,1,"conf_554",3000,25,30.3182913351,1,30
"147",30,1,"conf_554",9000,25,3.0728220486,1,30
"148",30,1,"conf_554",15000,25,0.1353678386,1,30
"149",30,1,"conf_554",30000,25,2.1003e-06,1,30
"150",30,1,"conf_554",45000,25,0,1,30
"151",30,1,"conf_554",1500,26,100.6990370422,1,30
"152",30,1,"conf_554",3000,26,55.5567363633,1,30
"153",30,1,"conf_554",9000,26,4.0614069759,1,30
"154",30,1,"conf_554",15000,26,0.1953114795,1,30
"155",30,1,"conf_554",30000,26,4.5491e-06,1,30
"156",30,1,"conf_554",45000,26,0,1,30
"157",30,1,"conf_554",1500,27,90.6938476642,1,30
"158",30,1,"conf_554",3000,27,47.4991480347,1,30
"159",30,1,"conf_554",9000,27,3.6902881151,1,30
"160",30,1,"conf_554",15000,27,0.1145751028,1,30
"161",30,1,"conf_554",30000,27,2.9281e-06,1,30
"162",30,1,"conf_554",45000,27,0,1,30
"163",30,1,"conf_554",1500,28,102.8210621759,1,30
"164",30,1,"conf_554",3000,28,46.1997794981,1,30
"165",30,1,"conf_554",9000,28,3.5452148913,1,30
"166",30,1,"conf_554",15000,28,0.113690782,1,30
"167",30,1,"conf_554",30000,28,5.2044e-06,1,30
"168",30,1,"conf_554",45000,28,0,1,30
"169",30,1,"conf_554",1500,29,93.9666771805,1,30
"170",30,1,"conf_554",3000,29,43.4595370404,1,30
"171",30,1,"conf_554",9000,29,3.5969050598,1,30
"172",30,1,"conf_554",15000,29,0.12421337,1,30
"173",30,1,"conf_554",30000,29,4.5025e-06,1,30
"174",30,1,"conf_554",45000,29,0,1,30
"175",30,1,"conf_554",1500,30,84.1077257984,1,30
"176",30,1,"conf_554",3000,30,36.3341761728,1,30
"177",30,1,"conf_554",9000,30,2.810873508,1,30
"178",30,1,"conf_554",15000,30,0.1140271295,1,30
"179",30,1,"conf_554",30000,30,5.4288e-06,1,30
"180",30,1,"conf_554",45000,30,0,1,30
"181",30,1,"conf_554",1500,31,102.2413280938,1,30
"182",30,1,"conf_554",3000,31,47.3542459596,1,30
"183",30,1,"conf_554",9000,31,4.0107702804,1,30
"184",30,1,"conf_554",15000,31,0.1283576574,1,30
"185",30,1,"conf_554",30000,31,4.5898e-06,1,30
