"","DIM","funcId","ID","runtime","run","f(x)","instance","dim"
"1",30,1,"conf_368",1500,1,133.696357868,5,30
"2",30,1,"conf_368",3000,1,79.3823174541,5,30
"3",30,1,"conf_368",9000,1,19.9182946807,5,30
"4",30,1,"conf_368",15000,1,2.3177778809,5,30
"5",30,1,"conf_368",30000,1,0.0253470327,5,30
"6",30,1,"conf_368",45000,1,4.38053e-05,5,30
"7",30,1,"conf_368",1500,2,126.1248269792,5,30
"8",30,1,"conf_368",3000,2,86.6419712654,5,30
"9",30,1,"conf_368",9000,2,17.7542849004,5,30
"10",30,1,"conf_368",15000,2,3.5883800157,5,30
"11",30,1,"conf_368",30000,2,0.0235349296,5,30
"12",30,1,"conf_368",45000,2,3.26716e-05,5,30
"13",30,1,"conf_368",1500,3,110.9671756382,5,30
"14",30,1,"conf_368",3000,3,80.0844894909,5,30
"15",30,1,"conf_368",9000,3,14.0879004846,5,30
"16",30,1,"conf_368",15000,3,3.7412583957,5,30
"17",30,1,"conf_368",30000,3,0.0241395596,5,30
"18",30,1,"conf_368",45000,3,5.39551e-05,5,30
"19",30,1,"conf_368",1500,4,129.2321987601,5,30
"20",30,1,"conf_368",3000,4,106.6555947662,5,30
"21",30,1,"conf_368",9000,4,14.8175829251,5,30
"22",30,1,"conf_368",15000,4,3.6239514403,5,30
"23",30,1,"conf_368",30000,4,0.0217399168,5,30
"24",30,1,"conf_368",45000,4,2.5091e-05,5,30
"25",30,1,"conf_368",1500,5,140.045895737,5,30
"26",30,1,"conf_368",3000,5,96.9254531561,5,30
"27",30,1,"conf_368",9000,5,17.6678891499,5,30
"28",30,1,"conf_368",15000,5,3.8735814426,5,30
"29",30,1,"conf_368",30000,5,0.016484501,5,30
"30",30,1,"conf_368",45000,5,9.0016e-06,5,30
"31",30,1,"conf_368",1500,6,143.14226236,5,30
"32",30,1,"conf_368",3000,6,91.861746798,5,30
"33",30,1,"conf_368",9000,6,14.7701116631,5,30
"34",30,1,"conf_368",15000,6,2.9111062887,5,30
"35",30,1,"conf_368",30000,6,0.013743445,5,30
"36",30,1,"conf_368",45000,6,7.2263e-06,5,30
"37",30,1,"conf_368",1500,7,106.1863076708,5,30
"38",30,1,"conf_368",3000,7,88.175938027,5,30
"39",30,1,"conf_368",9000,7,19.6272293877,5,30
"40",30,1,"conf_368",15000,7,3.235904853,5,30
"41",30,1,"conf_368",30000,7,0.0195330761,5,30
"42",30,1,"conf_368",45000,7,1.19361e-05,5,30
"43",30,1,"conf_368",1500,8,123.9825416464,5,30
"44",30,1,"conf_368",3000,8,83.1478683893,5,30
"45",30,1,"conf_368",9000,8,16.4285736843,5,30
"46",30,1,"conf_368",15000,8,4.1657358321,5,30
"47",30,1,"conf_368",30000,8,0.0177648058,5,30
"48",30,1,"conf_368",45000,8,1.77817e-05,5,30
"49",30,1,"conf_368",1500,9,121.9623494671,5,30
"50",30,1,"conf_368",3000,9,76.9543829276,5,30
"51",30,1,"conf_368",9000,9,19.0622176149,5,30
"52",30,1,"conf_368",15000,9,3.8895989609,5,30
"53",30,1,"conf_368",30000,9,0.0243090142,5,30
"54",30,1,"conf_368",45000,9,4.86758e-05,5,30
"55",30,1,"conf_368",1500,10,113.9318220613,5,30
"56",30,1,"conf_368",3000,10,84.1537018159,5,30
"57",30,1,"conf_368",9000,10,13.9607781065,5,30
"58",30,1,"conf_368",15000,10,2.8873781251,5,30
"59",30,1,"conf_368",30000,10,0.0145778562,5,30
"60",30,1,"conf_368",45000,10,1.41709e-05,5,30
"61",30,10,"conf_368",1500,1,2030408.11764292,5,30
"62",30,10,"conf_368",3000,1,1157443.80290691,5,30
"63",30,10,"conf_368",9000,1,443403.962581628,5,30
"64",30,10,"conf_368",15000,1,344490.002713964,5,30
"65",30,10,"conf_368",30000,1,301876.462146386,5,30
"66",30,10,"conf_368",45000,1,250669.704992937,5,30
"67",30,10,"conf_368",1500,2,2114744.70926643,5,30
"68",30,10,"conf_368",3000,2,1197193.74410974,5,30
"69",30,10,"conf_368",9000,2,443052.608432986,5,30
"70",30,10,"conf_368",15000,2,323977.680241611,5,30
"71",30,10,"conf_368",30000,2,239717.173598583,5,30
"72",30,10,"conf_368",45000,2,181342.953980435,5,30
"73",30,10,"conf_368",1500,3,1663915.92793948,5,30
"74",30,10,"conf_368",3000,3,1114345.74709469,5,30
"75",30,10,"conf_368",9000,3,424032.722303696,5,30
"76",30,10,"conf_368",15000,3,205212.937034543,5,30
