"","DIM","funcId","ID","runtime","run","f(x)","instance","dim"
"1",30,1,"conf_370",1500,1,126.0337314483,5,30
"2",30,1,"conf_370",3000,1,102.1571275086,5,30
"3",30,1,"conf_370",9000,1,35.1514597059,5,30
"4",30,1,"conf_370",15000,1,5.4889379504,5,30
"5",30,1,"conf_370",30000,1,0.6709545134,5,30
"6",30,1,"conf_370",45000,1,0.0366172966,5,30
"7",30,1,"conf_370",1500,2,112.2638009975,5,30
"8",30,1,"conf_370",3000,2,89.8851979228,5,30
"9",30,1,"conf_370",9000,2,31.4238517631,5,30
"10",30,1,"conf_370",15000,2,9.2103145711,5,30
"11",30,1,"conf_370",30000,2,0.4335062738,5,30
"12",30,1,"conf_370",45000,2,0.0303571531,5,30
"13",30,1,"conf_370",1500,3,105.4372329484,5,30
"14",30,1,"conf_370",3000,3,85.8763898728,5,30
"15",30,1,"conf_370",9000,3,33.3175885183,5,30
"16",30,1,"conf_370",15000,3,10.9023294685,5,30
"17",30,1,"conf_370",30000,3,0.5156591594,5,30
"18",30,1,"conf_370",45000,3,0.0283972695,5,30
"19",30,1,"conf_370",1500,4,118.5875116531,5,30
"20",30,1,"conf_370",3000,4,82.7323577217,5,30
"21",30,1,"conf_370",9000,4,24.5702912125,5,30
"22",30,1,"conf_370",15000,4,7.7738093073,5,30
"23",30,1,"conf_370",30000,4,0.5024117239,5,30
"24",30,1,"conf_370",45000,4,0.032016059,5,30
"25",30,1,"conf_370",1500,5,118.9469110301,5,30
"26",30,1,"conf_370",3000,5,98.3997345952,5,30
"27",30,1,"conf_370",9000,5,36.9354662607,5,30
"28",30,1,"conf_370",15000,5,8.3398647627,5,30
"29",30,1,"conf_370",30000,5,0.430122072,5,30
"30",30,1,"conf_370",45000,5,0.0255982076,5,30
"31",30,1,"conf_370",1500,6,108.2849338633,5,30
"32",30,1,"conf_370",3000,6,82.492696936,5,30
"33",30,1,"conf_370",9000,6,30.5902473149,5,30
"34",30,1,"conf_370",15000,6,8.7009413568,5,30
"35",30,1,"conf_370",30000,6,0.4555165156,5,30
"36",30,1,"conf_370",45000,6,0.0332755628,5,30
"37",30,1,"conf_370",1500,7,144.8162133059,5,30
"38",30,1,"conf_370",3000,7,99.2256294399,5,30
"39",30,1,"conf_370",9000,7,31.5359843541,5,30
"40",30,1,"conf_370",15000,7,9.7062608338,5,30
"41",30,1,"conf_370",30000,7,0.4671512813,5,30
"42",30,1,"conf_370",45000,7,0.0304029324,5,30
"43",30,1,"conf_370",1500,8,74.2075374815,5,30
"44",30,1,"conf_370",3000,8,51.6160457974,5,30
"45",30,1,"conf_370",9000,8,28.9974377123,5,30
"46",30,1,"conf_370",15000,8,8.8280995119,5,30
"47",30,1,"conf_370",30000,8,0.680440189,5,30
"48",30,1,"conf_370",45000,8,0.0381765653,5,30
"49",30,1,"conf_370",1500,9,141.6068937716,5,30
"50",30,1,"conf_370",3000,9,92.773845918,5,30
"51",30,1,"conf_370",9000,9,22.2658339066,5,30
"52",30,1,"conf_370",15000,9,7.9386862294,5,30
"53",30,1,"conf_370",30000,9,0.6529614405,5,30
"54",30,1,"conf_370",45000,9,0.0244290464,5,30
"55",30,1,"conf_370",1500,10,133.4553866056,5,30
"56",30,1,"conf_370",3000,10,78.1481162379,5,30
"57",30,1,"conf_370",9000,10,29.0837995837,5,30
"58",30,1,"conf_370",15000,10,8.4853401561,5,30
"59",30,1,"conf_370",30000,10,0.4101541174,5,30
"60",30,1,"conf_370",45000,10,0.0269217479,5,30
"61",30,10,"conf_370",1500,1,1881165.58512411,5,30
"62",30,10,"conf_370",3000,1,553276.829896151,5,30
"63",30,10,"conf_370",9000,1,309939.178860513,5,30
"64",30,10,"conf_370",15000,1,243405.722891882,5,30
"65",30,10,"conf_370",30000,1,120065.769327214,5,30
"66",30,10,"conf_370",45000,1,87604.302742581,5,30
"67",30,10,"conf_370",1500,2,1867797.95245925,5,30
"68",30,10,"conf_370",3000,2,750804.905475564,5,30
"69",30,10,"conf_370",9000,2,257541.880032836,5,30
"70",30,10,"conf_370",15000,2,253211.328851512,5,30
"71",30,10,"conf_370",30000,2,151538.9505114,5,30
"72",30,10,"conf_370",45000,2,120506.5206837,5,30
"73",30,10,"conf_370",1500,3,1869251.11466026,5,30
"74",30,10,"conf_370",3000,3,990609.301576956,5,30
"75",30,10,"conf_370",9000,3,590282.211652978,5,30
"76",30,10,"conf_370",15000,3,363406.595454709,5,30
"77",30,10,"conf_370",30000,3,225883.608408657,5,30
"78",30,10,"conf_370",45000,3,141160.717357354,5,30
"79",30,10,"conf_370",1500,4,1407793.75870319,5,30
"80",30,10,"conf_370",3000,4,986374.287360865,5,30
"81",30,10,"conf_370",9000,4,359968.489505281,5,30
"82",30,10,"conf_370",15000,4,290161.267082944,5,30
"83",30,10,"conf_370",30000,4,162036.171379089,5,30
"84",30,10,"conf_370",45000,4,156762.528323392,5,30
"85",30,10,"conf_370",1500,5,2040045.0717621,5,30
"86",30,10,"conf_370",3000,5,825326.214985448,5,30
"87",30,10,"conf_370",9000,5,397703.001070386,5,30
"88",30,10,"conf_370",15000,5,323890.963629786,5,30
"89",30,10,"conf_370",30000,5,180411.391406155,5,30
"90",30,10,"conf_370",45000,5,83466.6030233939,5,30
"91",30,10,"conf_370",1500,6,1960241.63337092,5,30
"92",30,10,"conf_370",3000,6,1077418.32743856,5,30
"93",30,10,"conf_370",9000,6,436246.640945833,5,30
"94",30,10,"conf_370",15000,6,338920.862615623,5,30
"95",30,10,"conf_370",30000,6,254536.94454112,5,30
"96",30,10,"conf_370",45000,6,161632.610152179,5,30
"97",30,10,"conf_370",1500,7,1993772.89790219,5,30
"98",30,10,"conf_370",3000,7,1029523.62043095,5,30
"99",30,10,"conf_370",9000,7,479947.117315134,5,30
"100",30,10,"conf_370",15000,7,415103.018968701,5,30
"101",30,10,"conf_370",30000,7,211240.499354424,5,30
"102",30,10,"conf_370",45000,7,179433.415440086,5,30
"103",30,10,"conf_370",1500,8,1846371.35433675,5,30
"104",30,10,"conf_370",3000,8,1381389.55794414,5,30
"105",30,10,"conf_370",9000,8,449739.747190043,5,30
"106",30,10,"conf_370",15000,8,389684.457192546,5,30
"107",30,10,"conf_370",30000,8,224017.886148728,5,30
"108",30,10,"conf_370",45000,8,212560.176493629,5,30
"109",30,10,"conf_370",1500,9,1040873.58838921,5,30
"110",30,10,"conf_370",3000,9,1040873.58838921,5,30
"111",30,10,"conf_370",9000,9,503000.368127952,5,30
"112",30,10,"conf_370",15000,9,319479.525094523,5,30
"113",30,10,"conf_370",30000,9,132251.616651973,5,30
"114",30,10,"conf_370",45000,9,119259.266895889,5,30
"115",30,10,"conf_370",1500,10,1755364.48626728,5,30
"116",30,10,"conf_370",3000,10,1322545.88410276,5,30
"117",30,10,"conf_370",9000,10,618108.772846884,5,30
"118",30,10,"conf_370",15000,10,509847.445999827,5,30
"119",30,10,"conf_370",30000,10,316678.949070507,5,30
"120",30,10,"conf_370",45000,10,221580.633477971,5,30
"121",30,11,"conf_370",1500,1,321.5112441652,5,30
"122",30,11,"conf_370",3000,1,321.5112441652,5,30
