"","DIM","funcId","ID","runtime","run","f(x)","instance","dim"
"1",5,1,"conf_259",250,1,0.019928376,5,5
"2",5,1,"conf_259",500,1,4.46649e-05,5,5
"3",5,1,"conf_259",1500,1,0,5,5
"4",5,1,"conf_259",2500,1,0,5,5
"5",5,1,"conf_259",5000,1,0,5,5
"6",5,1,"conf_259",7500,1,0,5,5
"7",5,1,"conf_259",250,2,0.0128685726,5,5
"8",5,1,"conf_259",500,2,5.57391e-05,5,5
"9",5,1,"conf_259",1500,2,0,5,5
"10",5,1,"conf_259",2500,2,0,5,5
"11",5,1,"conf_259",5000,2,0,5,5
"12",5,1,"conf_259",7500,2,0,5,5
"13",5,1,"conf_259",250,3,0.0108147991,5,5
"14",5,1,"conf_259",500,3,1.10415e-05,5,5
"15",5,1,"conf_259",1500,3,0,5,5
"16",5,1,"conf_259",2500,3,0,5,5
"17",5,1,"conf_259",5000,3,0,5,5
"18",5,1,"conf_259",7500,3,0,5,5
"19",5,1,"conf_259",250,4,0.0219807264,5,5
"20",5,1,"conf_259",500,4,0.0001899975,5,5
"21",5,1,"conf_259",1500,4,0,5,5
"22",5,1,"conf_259",2500,4,0,5,5
"23",5,1,"conf_259",5000,4,0,5,5
"24",5,1,"conf_259",7500,4,0,5,5
"25",5,1,"conf_259",250,5,0.0286515716,5,5
"26",5,1,"conf_259",500,5,1.41305e-05,5,5
"27",5,1,"conf_259",1500,5,0,5,5
"28",5,1,"conf_259",2500,5,0,5,5
"29",5,1,"conf_259",5000,5,0,5,5
"30",5,1,"conf_259",7500,5,0,5,5
"31",5,1,"conf_259",250,6,0.0185436625,5,5
"32",5,1,"conf_259",500,6,9.69964e-05,5,5
"33",5,1,"conf_259",1500,6,0,5,5
"34",5,1,"conf_259",2500,6,0,5,5
"35",5,1,"conf_259",5000,6,0,5,5
"36",5,1,"conf_259",7500,6,0,5,5
"37",5,1,"conf_259",250,7,0.0356351096,5,5
"38",5,1,"conf_259",500,7,0.0002726697,5,5
"39",5,1,"conf_259",1500,7,0,5,5
"40",5,1,"conf_259",2500,7,0,5,5
"41",5,1,"conf_259",5000,7,0,5,5
"42",5,1,"conf_259",7500,7,0,5,5
"43",5,1,"conf_259",250,8,0.2174753207,5,5
"44",5,1,"conf_259",500,8,0.0004289252,5,5
"45",5,1,"conf_259",1500,8,0,5,5
"46",5,1,"conf_259",2500,8,0,5,5
"47",5,1,"conf_259",5000,8,0,5,5
"48",5,1,"conf_259",7500,8,0,5,5
"49",5,1,"conf_259",250,9,0.0141800489,5,5
"50",5,1,"conf_259",500,9,0.0002178735,5,5
"51",5,1,"conf_259",1500,9,0,5,5
"52",5,1,"conf_259",2500,9,0,5,5
"53",5,1,"conf_259",5000,9,0,5,5
"54",5,1,"conf_259",7500,9,0,5,5
"55",5,1,"conf_259",250,10,0.0098574296,5,5
"56",5,1,"conf_259",500,10,2.94356e-05,5,5
"57",5,1,"conf_259",1500,10,0,5,5
"58",5,1,"conf_259",2500,10,0,5,5
"59",5,1,"conf_259",5000,10,0,5,5
"60",5,1,"conf_259",7500,10,0,5,5
"61",5,10,"conf_259",250,1,45363.0603543192,5,5
"62",5,10,"conf_259",500,1,3062.4591811809,5,5
"63",5,10,"conf_259",1500,1,1565.5171477977,5,5
"64",5,10,"conf_259",2500,1,500.3101495317,5,5
"65",5,10,"conf_259",5000,1,348.6170663612,5,5
"66",5,10,"conf_259",7500,1,263.8389005095,5,5
"67",5,10,"conf_259",250,2,7864.2545921403,5,5
"68",5,10,"conf_259",500,2,2723.3431908196,5,5
"69",5,10,"conf_259",1500,2,730.1924066515,5,5
"70",5,10,"conf_259",2500,2,689.782222541,5,5
"71",5,10,"conf_259",5000,2,689.782222541,5,5
"72",5,10,"conf_259",7500,2,591.6095409138,5,5
"73",5,10,"conf_259",250,3,4388.3729735513,5,5
"74",5,10,"conf_259",500,3,4353.0486279987,5,5
"75",5,10,"conf_259",1500,3,132.5906862636,5,5
"76",5,10,"conf_259",2500,3,4.2212334326,5,5
"77",5,10,"conf_259",5000,3,0.9227386751,5,5
"78",5,10,"conf_259",7500,3,0.6991772908,5,5
"79",5,10,"conf_259",250,4,8301.9520384859,5,5
"80",5,10,"conf_259",500,4,437.0091164161,5,5
"81",5,10,"conf_259",1500,4,106.0766175876,5,5
"82",5,10,"conf_259",2500,4,6.5895266636,5,5
"83",5,10,"conf_259",5000,4,1.6673599484,5,5
"84",5,10,"conf_259",7500,4,0.2404350385,5,5
