,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
10_2,-0.019611561844743653,-0.02992537365123173,-0.016597533495278923,-0.0288535836234088,-0.018274651215773513,-0.023472111385845533,-0.031446861316903905,-0.031530881093147584,-0.003840690898584905,-0.6290423528176244,-0.4931780306126752,-0.4460220081624369,0.003666964661742735,-0.009297275121278571,0.015189977523446932,0.012687144938913791,0.01701694196292692,0.010129116735901741,0.0029006071373824964,0.017319992522087824,-0.05482458726993793,0.018228801888459965,-0.013533216452805603,-0.2577466986896963,-0.07577563753275313,-0.4887929191424612,-0.32147933150635716,-0.2774183734925347,-0.6048801520525627,-0.05509064398694528,0.02814490844161379,0.013490393035946662,-0.03294135411271363,0.02936240989416638,0.008641923651343962,-0.019132821685336202,-0.19388478338317336,-0.017158497307523234,-0.02049827829045414,-0.0290075697194567,-0.04092347263052381,-0.01329971938840874,-0.023156505898511964,-0.01778342592417809,-0.025854572559869973,0.01986289246677139
10_3,-0.02084580209292209,-0.025987401321565774,-0.010190216217090637,-0.035584947097136804,-0.023075319166320513,-0.0243341245129281,-0.031173593263641653,-0.03525479250326457,0.016779963518543,-0.7175041507468326,-0.5829537869042325,-0.5410148643885353,-0.05872778390824831,-0.011714078306987473,-0.017758014122324136,-0.046282420203316396,0.012610928032883585,-0.09729646363019466,-0.03884785974984615,-0.03248571768714843,-0.0525324808554906,0.018052334838102042,0.015619152585339543,-0.30780893829693806,-0.04290245317871308,-0.5167662710152046,-0.42037476203584767,0.07030378963455194,-0.1882446521810909,-0.03248828620337822,0.022521167667723652,0.021160386111486223,-0.038574795150688575,0.025635004977658176,-0.047073454777050744,0.06828718998863799,-0.22215065641500106,-0.015135179510085446,-0.015136988061027682,-0.026830882037976525,-0.04128317264837829,-0.020096511709587206,-0.01842968541743426,-0.014915138593182725,-0.02310736127582227,0.021908386260830415
10_4,-0.01155888788221271,-0.006744861683867449,-0.003087471043637627,0.0005387588634272243,-0.024986423673626437,-0.02655682066322952,-0.004485320419458116,-0.0031794163115110834,0.018180428517260164,-0.5983764897319682,-0.49844197277241237,-0.4146043233679544,0.006589775003200381,-0.006728966288213203,0.011672355224522177,-0.001207692596762428,0.0018714984370751435,-0.001314291225819102,-0.002715154446672325,0.01756262084508215,-0.06005529138254438,0.02520067181774979,-0.17251591125033625,-0.23411681957027836,-0.061702445824646644,-0.5167001753402123,-0.3391187718551739,-0.289778719760946,-0.63526698726031,-0.03926800086050758,0.046809930798302715,0.015316469819938708,-0.028379754604558827,0.02849083056284384,0.010770843880485069,-0.014070348748359067,-0.17592654035020563,-0.018226117906224897,0.0011363130623302208,-0.0025641553582821863,0.0038901923714350223,-0.024471474707469146,-0.008287399057553893,-0.00918317665759572,-0.009682294728570424,0.021620649269230914
10_5,-0.006116142564713179,-0.025955409744988864,-0.009313977779987557,-7.233012995643669e-05,-0.015023045436253173,-0.01929756705076794,-0.019472412216215144,0.005553556411634458,0.0027611926220626037,-0.6093512829485733,-0.490953795531913,-0.42937652528958975,0.007669294135486497,-0.004616522427310173,0.05578375347061749,0.13364291766619552,-0.01654618193087292,0.005174756534938069,0.0026066223435113095,0.050202889098974766,-0.05588801530540015,0.01961903722480309,-0.11050435784441535,-0.2228619805472401,-0.07357153553451769,-0.5060660343985302,-0.33030150125648045,-0.28185227235896726,-0.5971573974859915,-0.09058125515891795,0.02394543922009507,0.004594756961862136,-0.03047612705354575,0.018298593635377683,0.003962491474740071,-0.025116733385132452,-0.22133933983517431,-0.007017479836794395,-0.022710972861720257,-0.014066751024399315,0.007464305192816142,-0.010822471390072383,-0.028981614350290213,-0.01863124223749848,-0.0008850803900081948,0.019711775995347618
11_2,-0.015889637271788912,-0.04116408009393539,-0.02259470600075751,-0.029034680000951607,-0.01994813040661948,-0.02906326819641682,-0.026354454839485685,-0.03693035260577813,-0.00025746748512201997,-0.7178598191997375,-0.5684867915561483,-0.5197596066638883,0.00959864134786088,-0.0061971905808360615,0.018375877546999472,-0.012976861535712906,-0.00044514000581146915,0.011564598756955103,-0.006586500549244809,0.02267406033729403,-0.055658483212255964,0.0022705673984060337,0.054281392439109274,-0.2824778739029776,-0.04296121487954694,-0.5416605645081665,-0.4277199281915065,-0.1253027022527402,-0.1854908523783359,-0.039684751759582026,0.02751698255684044,0.0014143653432134398,-0.028738831464440884,0.03108531021632554,-0.03746897323810412,-0.01007794479791664,-0.22926712444674877,-0.0037204451453305572,-0.02054058125001543,-0.0270600807544186,-0.04300170120459609,-0.019399253876894954,-0.02278771297943243,-0.012109955189276217,-0.026616804787089516,0.022814559340449608
11_3,6.645988379965092e-05,-0.04144760313425986,-0.011531979014549729,-0.03782582139454285,-0.028312112399263546,-0.03232715297665038,-0.026060903297317535,-0.0326805137089794,0.029741338328075722,-0.6559532424696092,-0.5238388269504596,-0.5040020028182622,-0.0017053538523075311,0.002159850860384854,-0.018065388141226744,-0.03351041071899802,0.0006325849620275182,0.026571518778422773,-0.024428151093313925,-0.029575218250119127,-0.0549302339597508,0.022181124451179698,-0.007823318742581659,-0.2826815061456764,0.15087274280369148,-0.5259860141081488,-0.36132267753657754,-0.1553431434251972,-0.5116057219050546,-0.05138605840474611,0.008455471365947787,-0.020472917744629178,-0.03213420831784768,0.02300530170853877,-0.0001312740617240309,0.0686348443902549,-0.1993493174880266,-0.006535298863775555,-0.02405523564241199,-0.023874416962774817,-0.04912462383045357,-0.022452096733310868,-0.03425998986534556,-0.018888667290628703,-0.0267520253707886,0.019887615217551755
11_4,0.0005893456983872211,-0.029243714289266243,-0.008991683800486127,-0.04200196835286774,-0.003506733586318641,-0.04061293698888926,-0.04326096202771352,-0.04024683552230609,-0.001937553828789233,-0.7382992315746758,-0.5888523320707733,-0.517962860822985,-0.054836970838675385,-0.007755148198003863,-0.03581213697173793,-0.03362341976671468,0.002158918791607124,-0.10684029610967091,-0.028886824258171174,-0.039577812731688894,-0.059162802502584766,0.012698040415417848,0.017080954202983643,-0.29677242151630895,-0.039987522595975294,-0.5149242124299693,-0.43038195673272384,-0.006584877023649849,0.33232483152353554,-0.02933449855449287,0.011854158559067076,-0.0049664472235197345,-0.027962161992443193,0.012320955735117017,-0.04522368828743699,0.03996390736085312,-0.20219491453193827,0.014738548630517153,-0.019780505440125603,-0.026098497519805152,-0.040380342477180954,0.03538499745627313,-0.03292604754270332,-0.03326620717882851,-0.020201319132381632,0.013730057948443732
11_5,-0.014140571826369599,-0.03419859940702758,-0.012088060780736293,-0.034673466256457425,-0.026253966166535955,-0.030435151372222274,-0.040944432216196404,-0.04477588248128253,-0.0015867451411139507,-0.707429996972187,-0.5431030993239809,-0.5177342838118516,0.007134376671197978,0.0019222388604419288,0.002869555967856641,-0.02117100084874119,0.0037097855754621902,0.021498146828904042,-0.009119567538243431,0.008109708692348972,-0.05068432296846535,0.02102655586665981,0.026603460008649125,-0.29509959546586056,-0.053323325161650115,-0.5277536208838469,-0.3993403672032144,0.07347719138717906,-0.5717815744235388,-0.047662419987661346,0.024574354375312805,-0.0026989720658026225,-0.03768856808197876,0.024697916084708484,-0.026447097597166496,0.060063991640142006,-0.22860241977668602,0.004063060518249147,-0.020268930506863517,-0.029878589971600002,-0.038762756559490796,-0.01872787571382498,-0.027479075563545338,-0.02605821105903326,-0.026572243926034758,0.02809972996612712
12_2,-0.019799050788681674,-0.006133567539056913,0.0019273492102933074,-0.02867549782116826,-0.032196910027880554,-0.014967133001595525,-0.011071850671447243,-0.02480146128037846,0.0283376806470416,-0.6975078006855133,-0.5079923257451591,-0.4767220912607422,0.007985443003424273,-0.002214981826800175,0.017001863375829967,-0.004045409632806372,-0.00023120788793547649,0.011905659712541778,-0.01473530476946241,0.021513380772355144,-0.0803848355657814,-0.02760419745546815,0.04264821612918112,-0.2589254720167068,-0.0804260830938298,-0.4781079564233557,-0.34255401827915405,-0.1089338497418883,-0.6392681137190581,-0.08650274249512276,-0.019144035728362943,0.02304483589262214,0.01603284071826482,0.028540525511303403,-0.040999764119236455,-0.03786730065728499,0.08183713197847817,-0.023684248169975705,0.002255538168449305,-0.007989511954631066,-0.04069702292856435,-0.030271091854719344,-0.014126022022267131,-0.010261457237643217,-0.02053866557637923,0.021119996759996464
12_3,0.03217364812073609,0.054554996678997256,0.03281483426317202,0.028855313362127606,0.012130337442742719,0.038730922073761824,0.04010189210150893,0.030828664587135114,-0.1767616198323496,-0.5779854285687487,-0.4181308101417679,-0.3814520017739944,0.052166205935923984,0.035738021425880936,0.0913710397696502,0.038875504361750426,0.017688040418465875,0.027659038179140786,0.010941305178274142,0.05008182830022336,-0.045186029208626584,-0.015925422113053155,0.035434939239550926,-0.16486520092078907,-0.09158599948405187,-0.3610274104037141,-0.2683567928047871,0.07146582301121154,-0.5281852702368877,-0.0605534631652711,-0.15460352701091054,0.02770878072918402,0.020476793045782187,0.023894288093285913,-0.03927565733362433,-0.02030261922526537,0.07134579879976984,0.009597394898357585,0.010417239790928746,0.07064992125769402,0.039844924625710314,-0.011320485758946855,0.024595487397036337,0.024733745792755325,0.0252938202251193,0.015740945827181614
12_4,-0.006067815625229388,0.024976037979804695,0.0004715780490751508,0.019948056589059474,-0.0290205762630845,0.002864505818885249,0.003929729657633163,0.028197015776313693,-0.2038125795686667,-0.6794893510387108,-0.5127338782306075,-0.4741609872657926,-8.641383703523933e-05,-0.0024016772204077798,0.02197892815726248,0.04495031315868566,-0.0009697162637366878,-0.0008959797382460412,0.006621413205231041,0.049393127652589346,-0.09819323205269777,-0.028003461731275298,0.028940671480228605,-0.22220160758471286,-0.09610806059436264,-0.4320077845974846,-0.319798973545198,0.06830217186465715,-0.5939162701431342,-0.07590780389620602,-0.19997860388131947,-0.15530704408300544,0.020519702429232182,0.015811078282326002,-0.040816835789970925,-0.044659720614960915,0.09217661742269441,-0.027049802418182257,-8.930429445184324e-05,0.01602818204700891,0.02623205673909244,-0.029146706588656084,0.006494293585285004,0.006706068906658337,0.002606176079485642,0.010894005616217067
12_5,-0.00022408039250557642,-0.0038046093498226847,0.011852746814597664,-0.0024134323718823063,-0.03071407608073721,-0.013966461776953924,-0.0007603033279330649,-0.01065722945372211,-0.06431404925502371,-0.7829798580663706,-0.622394551641678,-0.6028829713483569,0.009639036418786055,-0.00574222902662568,0.024775055756783876,0.004449179179687327,0.004096932122536241,0.01246216596679502,0.01197941892571917,0.024485199609139422,-0.07660156853507738,-0.04727985331004424,0.04097844082348792,-0.263017782687685,-0.06324098565756216,-0.5169359367877837,-0.4589341753087924,0.09261232514767581,-0.3587000187454323,-0.07423857457075003,-0.12728141325281386,0.028012456975550198,0.015413841602794406,0.0015150321444234625,-0.0551549526443357,-0.060705254193591615,0.12197460493910421,0.016648601158966242,-0.0016704068601017192,0.002445823679732959,-0.012274771480642698,-0.014548248573788858,-0.015241085338116299,0.0019002393535101573,-0.01058006850436504,0.013894627848281771
13_2,-0.030395514470212315,-0.010306301224104348,-0.0010009520747015258,-0.053263667201619395,-0.025268170480350606,-0.013267206599140963,-0.020115106998030374,-0.05068772735388076,-0.03937968863580525,0.01917230238134263,0.11500340005555663,0.09040198939422886,-0.09868746860261962,0.00982829181344699,0.0800656271879934,0.023350354214451658,-0.10667825498404739,-0.01624315373372736,-0.0026343997238513052,0.10068572760240697,-0.05701489011640072,-0.04354732292238783,-0.0432654588228354,-0.026606770807249082,-0.13933819780914516,-0.04526720534648438,0.0652237552803744,-0.48751525579608745,-0.9806980021554208,-0.058568121272014835,-0.2556568654795869,0.024947841946228715,0.005573554126278958,-0.08527092461392313,-0.0024503464234079094,-0.1237549311815322,-0.2919689978111955,-0.02748648023930713,-0.019052884951151493,-0.02146593941979769,-0.071091602070671,-0.02747296904995871,-0.030201851040667537,-0.025728197565286368,-0.03836826337362169,-0.21059115497671366
13_3,-0.03890308147221137,-0.0046735595247191005,-0.01788065796821058,-0.01516291195726185,-0.027570639160821166,-0.031618331359255014,-0.006282481863415505,-0.021357452708632648,-0.20439177293200356,0.034741940968674605,0.1808926532026216,0.08057370429394939,0.013710714280352044,0.00757060529893349,0.0063336017150331875,-0.019962255395397487,0.012527770071723574,0.031595475180769564,-0.005141164986042101,0.018539959423109136,-0.05343174382459512,-0.06733993144484074,-0.32821472872546176,-0.004774451078041993,-0.10760222442400717,0.006430416329600428,0.07550633839319151,-0.5535640688242338,-1.034883852562847,-0.02801927762256859,-0.21369084270308794,0.023864232683617714,0.005552463530832963,-0.09925082101000696,-0.04386279922975192,-0.11786560826956162,-0.2813072408260008,-0.03400227348195136,-0.010869792096356095,-0.00040327077456711716,0.014134722871302446,0.00270637495593441,-0.03078139672909214,-0.010278927532740265,0.01597982586453021,-0.2213009568977503
13_4,-0.044237949899632124,0.04775315909675756,-0.01300843602674863,-0.006254707781064171,-0.04633022921253719,0.021012152030312606,-0.0018243983299037515,-0.009258397785554037,-0.4107271105199864,0.021073311545952364,0.15739261872488206,0.12291069391219193,0.008809212984652953,-0.0017380227495443893,-0.00865223364996291,-0.034690827014939474,-0.004740718983231614,0.002261854121151023,-0.037217679735783805,0.012675028653478828,-0.04187073373807919,-0.07634358031761318,0.00616043510485844,-0.014911335474087439,-0.11327455234703215,-0.015084947233396238,0.03788686020897732,-0.24900033313180345,-1.0375678675779296,-0.07133937490665396,-0.1312610003555799,-0.257403404893439,0.0036013649098924952,-0.10545689062187114,0.022809031212654617,-0.11920611673234288,-0.07395402244840223,-0.07161313352912106,-0.02414712709760518,0.044708239943808716,-0.0035454141935185,-0.04266648984074985,0.004838557139099892,-0.0051277677885154475,0.009594724244293413,-0.15924866520135014
13_5,-0.04032442939288712,0.02747007612806846,-0.014165295795829336,-0.008040374761883915,-0.04555516717607902,0.013801242152605123,-0.0002034179407781336,-0.006585988920948185,-0.42269221696561277,0.029769466736259777,0.14153604414166918,0.11778230565853046,0.014812645879966491,-0.002864062610554782,0.0007889590187799757,-0.03079389098002404,-0.004028410998082985,0.009167773825066375,-0.04048556357520363,0.015701769685635133,-0.04680054357953934,-0.0738840162670754,0.05984747011491521,-0.03952995037339243,-0.13259813120894282,-0.03648814532573792,0.07033961680096851,-0.06919214806033581,-1.015902720779569,-0.05786813787533,-0.44215388972872227,-0.3938730253354477,-0.08594318203744003,-0.09326755202356213,-0.02894333282215402,-0.115867110787689,-0.05477825038817863,-0.059624652519779095,-0.018311919629592645,0.010216974053942873,-0.013191457419275623,-0.04155986992176761,-0.00661051523580081,0.004367354906682442,0.01319078617922528,-0.21165423504859238
